id,Transaction_Date,Store_ID,Prod_Num,Sale_Amount
18011,2022-04-29,728,105787-A,48.96
18012,2022-04-29,728,105786-A,33.10
18013,2022-04-29,730,105684-M,34.64
18014,2022-04-29,732,105813-A,25.00
18015,2022-04-29,736,105296-IT,107.06
18016,2022-04-29,736,105459-IT,393.21
18017,2022-04-29,736,105275-IT,296.60
18018,2022-04-29,736,105280-IT,254.90
18019,2022-04-29,736,105462-IT,109.22
18020,2022-04-29,736,105886-T,232.40
18021,2022-04-29,736,105549-S,4.32
18022,2022-04-29,736,105755-A,57.70
18023,2022-04-29,736,105563-T,171.90
18024,2022-04-29,736,105710-A,9.09
18025,2022-04-29,736,105442-A,63.70
18026,2022-04-29,736,105365-T,221.48
18027,2022-04-29,736,105565-T,182.25
18028,2022-04-29,736,105455-S,10.10
18029,2022-04-29,736,105763-S,10.10
18030,2022-04-29,736,105568-M,24.00
18031,2022-04-29,736,105653-M,11.00
18032,2022-04-29,736,105569-M,6.00
18033,2022-04-29,736,105646-M,57.70
18034,2022-04-29,736,105620-M,24.28
18035,2022-04-29,736,105663-M,52.96
18036,2022-04-29,736,105845-A,24.28
18037,2022-04-29,736,105771-B,23.44
18038,2022-04-29,736,105829-T,215.77
18039,2022-04-29,736,105738-S,10.10
18040,2022-04-29,736,105769-B,17.70
18041,2022-04-29,736,105574-A,13.13
18042,2022-04-29,736,105436-S,4.32
18043,2022-04-29,736,105795-S,6.02
18044,2022-04-29,736,105477-S,7.85
18045,2022-04-29,736,105430-A,19.48
18046,2022-04-29,736,105591-S,9.95
18047,2022-04-29,736,105581-B,12.70
18048,2022-04-29,736,105785-B,47.52
18049,2022-04-29,736,105643-A,12.00
18050,2022-04-29,736,105530-B,20.36
18051,2022-04-29,736,105889-B,20.36
18052,2022-04-29,737,105292-IT,113.82
18053,2022-04-29,739,105384-A,23.44
18054,2022-04-29,801,105556-A,39.75
18055,2022-04-29,801,105455-S,10.10
18056,2022-04-29,804,105691-M,39.75
18057,2022-04-29,806,105344-IT,265.07
18058,2022-04-29,807,105682-A,29.30
18059,2022-04-29,809,105330-IT,1376.44
18060,2022-04-29,809,105447-M,50.96
18061,2022-04-29,812,105453-T,159.58
18062,2022-04-29,813,105477-S,7.85
18063,2022-04-29,814,105739-A,6.00
18064,2022-04-29,815,105873-T,96.28
18065,2022-04-29,816,105349-M,8.00
18066,2022-04-29,817,105755-A,57.70
18067,2022-04-29,818,105815-IT,903.90
18068,2022-04-29,818,105414-S,6.02
18069,2022-04-29,819,105611-S,2.40
18070,2022-04-29,821,105434-S,2.88
18071,2022-04-29,822,105569-M,6.00
18072,2022-04-29,823,105778-A,34.64
18073,2022-04-29,823,105648-B,26.40
18074,2022-04-29,824,105337-IT,1301.88
18075,2022-04-29,824,105626-S,6.02
18076,2022-04-29,825,105550-B,17.70
18077,2022-04-29,827,105363-M,19.48
18078,2022-04-29,828,105788-A,57.12
18079,2022-04-29,829,105312-IT,68.88
18080,2022-04-29,829,105318-IT,30.62
18081,2022-04-29,835,105312-IT,68.88
18082,2022-04-29,835,105615-B,28.92
18083,2022-04-29,836,105860-B,20.32
18084,2022-04-29,838,105700-IT,131.07
18085,2022-04-29,838,105486-S,19.36
18086,2022-04-29,838,105518-M,20.36
18087,2022-04-29,838,105575-T,165.50
18088,2022-04-29,839,105405-M,61.14
18089,2022-04-29,839,105658-B,20.36
18090,2022-04-29,840,105775-T,201.80
18091,2022-04-29,842,105805-T,88.42
18092,2022-04-29,843,105396-S,17.70
18093,2022-04-29,844,105459-IT,393.21
18094,2022-04-29,847,105901-T,233.92
18095,2022-04-29,847,105724-T,191.95
18096,2022-04-29,847,105697-A,15.35
18097,2022-04-29,848,105318-IT,30.62
18098,2022-04-29,848,105264-IT,379.40
18099,2022-04-29,849,105392-T,187.25
18100,2022-04-29,850,105285-IT,136.12
18101,2022-04-29,850,105546-T,212.32
18102,2022-04-29,852,105556-A,39.75
18103,2022-04-29,852,105356-S,13.13
18104,2022-04-29,853,105492-S,17.70
18105,2022-04-29,865,105766-T,111.90
18106,2022-04-29,865,105592-M,26.52
18107,2022-04-29,866,105490-B,28.92
18108,2022-04-29,867,105445-T,178.60
18109,2022-04-29,868,105350-T,144.00
18110,2022-04-29,868,105775-T,201.80
18111,2022-04-29,871,105760-S,7.85
18112,2022-04-29,872,105442-A,63.70
18113,2022-04-29,872,105690-A,43.30
18114,2022-04-29,901,105387-A,27.52
18115,2022-04-29,903,105466-S,9.95
18116,2022-04-29,905,105824-B,20.36
18117,2022-04-29,906,105465-A,23.44
18118,2022-04-29,906,105712-S,6.02
18119,2022-04-29,907,105408-S,4.32
18120,2022-04-29,908,105458-IT,637.52
18121,2022-04-29,908,105531-A,57.70
18122,2022-04-29,909,105274-IT,296.60
18123,2022-04-29,911,105421-S,9.95
18124,2022-04-30,701,105358-A,14.00
18125,2022-04-30,702,105457-IT,29.81
18126,2022-04-30,703,105596-S,12.88
18127,2022-04-30,703,105515-A,26.52
18128,2022-04-30,705,105651-S,9.09
18129,2022-04-30,705,105678-A,12.30
18130,2022-04-30,705,105325-IT,1717.70
18131,2022-04-30,705,105297-IT,107.06
18132,2022-04-30,707,105597-S,14.32
18133,2022-04-30,708,105632-T,217.34
18134,2022-04-30,709,105905-T,245.47
18135,2022-04-30,711,105557-S,6.85
18136,2022-04-30,713,105255-IT,771.36
18137,2022-04-30,713,105334-IT,1275.44
18138,2022-04-30,714,105568-M,24.00
18139,2022-04-30,715,105687-S,9.09
18140,2022-04-30,716,105345-IT,120.82
18141,2022-04-30,716,105394-A,50.96
18142,2022-04-30,719,105830-B,20.36
18143,2022-04-30,720,105576-S,2.40
18144,2022-04-30,721,105322-IT,28.69
18145,2022-04-30,721,105248-IT,883.48
18146,2022-04-30,722,105589-M,23.44
18147,2022-04-30,723,105311-IT,69.90
18148,2022-04-30,724,105504-A,32.64
18149,2022-04-30,726,105572-B,24.28
18150,2022-04-30,727,105479-A,20.36
18151,2022-04-30,728,105317-IT,33.13
18152,2022-04-30,728,105876-T,233.92
18153,2022-04-30,728,105495-A,13.00
18154,2022-04-30,728,105779-S,10.10
18155,2022-04-30,729,105392-T,187.25
18156,2022-04-30,729,105645-B,27.52
18157,2022-04-30,731,105344-IT,265.07
18158,2022-04-30,731,105452-M,28.00
18159,2022-04-30,731,105503-S,9.45
18160,2022-04-30,732,105463-IT,265.07
18161,2022-04-30,732,105506-B,17.70
18162,2022-04-30,733,105609-S,20.36
18163,2022-04-30,734,105767-S,12.88
18164,2022-04-30,736,105283-IT,237.28
18165,2022-04-30,736,105320-IT,30.16
18166,2022-04-30,736,105336-IT,1317.70
18167,2022-04-30,736,105272-IT,312.70
18168,2022-04-30,736,105301-IT,77.81
18169,2022-04-30,736,105298-IT,102.09
18170,2022-04-30,736,105463-IT,265.07
18171,2022-04-30,736,105308-IT,75.42
18172,2022-04-30,736,105422-T,116.20
18173,2022-04-30,736,105492-S,17.70
18174,2022-04-30,736,105822-B,26.52
18175,2022-04-30,736,105396-S,17.70
18176,2022-04-30,736,105904-T,195.30
18177,2022-04-30,736,105788-A,57.12
18178,2022-04-30,736,105602-S,8.45
18179,2022-04-30,736,105478-B,17.70
18180,2022-04-30,736,105399-A,112.00
18181,2022-04-30,736,105482-T,241.40
18182,2022-04-30,736,105401-B,23.44
18183,2022-04-30,736,105544-T,214.32
18184,2022-04-30,736,105837-S,12.40
18185,2022-04-30,736,105774-M,12.12
18186,2022-04-30,736,105570-M,36.15
18187,2022-04-30,736,105473-M,12.00
18188,2022-04-30,736,105429-T,71.80
18189,2022-04-30,736,105706-T,244.90
18190,2022-04-30,736,105767-S,12.88
18191,2022-04-30,736,105737-T,115.28
18192,2022-04-30,736,105470-S,9.45
18193,2022-04-30,736,105547-A,24.00
18194,2022-04-30,736,105575-T,165.50
18195,2022-04-30,736,105792-S,13.13
18196,2022-04-30,736,105591-S,9.95
18197,2022-04-30,736,105507-A,40.55
18198,2022-04-30,736,105835-B,19.36
18199,2022-04-30,736,105647-B,17.70
18200,2022-04-30,739,105438-A,28.92
18201,2022-04-30,739,105604-T,122.21
18202,2022-04-30,739,105477-S,7.85
18203,2022-04-30,801,105876-T,233.92
18204,2022-04-30,801,105619-T,144.00
18205,2022-04-30,803,105830-B,20.36
18206,2022-04-30,803,105412-S,9.45
18207,2022-04-30,804,105495-A,13.00
18208,2022-04-30,805,105254-IT,798.80
18209,2022-04-30,805,105301-IT,77.81
18210,2022-04-30,805,105615-B,28.92
18211,2022-04-30,810,105471-S,7.85
18212,2022-04-30,811,105252-IT,815.00
18213,2022-04-30,812,105651-S,9.09
18214,2022-04-30,814,105451-S,6.52
18215,2022-04-30,817,105539-IT,30.62
18216,2022-04-30,817,105627-S,2.88
18217,2022-04-30,817,105428-M,65.50
18218,2022-04-30,818,105735-M,44.40
18219,2022-04-30,819,105702-T,253.40
18220,2022-04-30,826,105636-S,12.32
18221,2022-04-30,826,105404-M,19.48
18222,2022-04-30,826,105353-A,20.36
18223,2022-04-30,827,105646-M,57.70
18224,2022-04-30,827,105692-S,10.16
18225,2022-04-30,829,105510-T,166.00
18226,2022-04-30,829,105384-A,23.44
18227,2022-04-30,830,105649-A,57.12
18228,2022-04-30,832,105251-IT,827.45
18229,2022-04-30,832,105572-B,24.28
18230,2022-04-30,833,105293-IT,113.43
18231,2022-04-30,833,105848-M,33.10
18232,2022-04-30,834,105801-A,24.28
18233,2022-04-30,835,105913-T,280.28
18234,2022-04-30,836,105339-IT,1161.14
18235,2022-04-30,837,105853-A,40.55
18236,2022-04-30,837,105572-B,24.28
18237,2022-04-30,839,105445-T,178.60
18238,2022-04-30,840,105890-T,232.12
18239,2022-04-30,841,105508-S,9.09
18240,2022-04-30,842,105467-S,6.02
18241,2022-04-30,843,105436-S,4.32
18242,2022-04-30,844,105475-M,29.30
18243,2022-04-30,844,105531-A,57.70
18244,2022-04-30,848,105839-A,19.36
18245,2022-04-30,848,105595-S,12.40
18246,2022-04-30,850,105755-A,57.70
18247,2022-04-30,850,105444-S,2.40
18248,2022-04-30,850,105512-B,28.92
18249,2022-04-30,851,105624-M,57.12
18250,2022-04-30,852,105248-IT,883.48
18251,2022-04-30,853,105329-IT,1061.14
18252,2022-04-30,853,105608-A,12.15
18253,2022-04-30,866,105813-A,25.00
18254,2022-04-30,867,105316-IT,33.13
18255,2022-04-30,867,105558-M,8.00
18256,2022-04-30,869,105595-S,12.40
18257,2022-04-30,869,105599-S,8.36
18258,2022-04-30,870,105561-S,20.36
18259,2022-04-30,870,105551-T,188.12
18260,2022-04-30,871,105912-T,280.28
18261,2022-04-30,871,105503-S,9.45
18262,2022-04-30,872,105577-T,215.77
18263,2022-04-30,901,105486-S,19.36
18264,2022-04-30,901,105498-M,39.72
18265,2022-04-30,902,105456-T,60.72
18266,2022-04-30,906,105538-IT,76.36
18267,2022-04-30,906,105693-B,27.52
18268,2022-04-30,908,105298-IT,102.09
18269,2022-04-30,908,105397-S,5.24
18270,2022-04-30,909,105296-IT,107.06
18271,2022-04-30,910,105902-T,134.56
18272,2022-04-30,911,105902-T,134.56
18273,2022-05-01,701,105864-M,13.13
18274,2022-05-01,704,105293-IT,113.43
18275,2022-05-01,705,105563-T,171.90
18276,2022-05-01,705,105561-S,20.36
18277,2022-05-01,705,105749-T,217.34
18278,2022-05-01,705,105585-B,74.28
18279,2022-05-01,707,105268-IT,346.68
18280,2022-05-01,708,105310-IT,71.74
18281,2022-05-01,708,105536-M,40.55
18282,2022-05-01,709,105305-IT,76.36
18283,2022-05-01,709,105406-M,57.12
18284,2022-05-01,709,105679-T,134.80
18285,2022-05-01,710,105314-IT,68.88
18286,2022-05-01,712,105909-S,10.10
18287,2022-05-01,714,105563-T,171.90
18288,2022-05-01,715,105804-IT,737.52
18289,2022-05-01,715,105904-T,195.30
18290,2022-05-01,718,105352-M,47.61
18291,2022-05-01,719,105598-T,206.16
18292,2022-05-01,719,105809-S,9.95
18293,2022-05-01,720,105319-IT,30.16
18294,2022-05-01,720,105406-M,57.12
18295,2022-05-01,721,105655-M,61.14
18296,2022-05-01,723,105672-B,26.52
18297,2022-05-01,724,105339-IT,1161.14
18298,2022-05-01,724,105646-M,57.70
18299,2022-05-01,726,105495-A,13.00
18300,2022-05-01,727,105899-T,195.09
18301,2022-05-01,728,105528-A,24.28
18302,2022-05-01,728,105522-A,7.00
18303,2022-05-01,728,105830-B,20.36
18304,2022-05-01,729,105430-A,19.48
18305,2022-05-01,730,105593-S,20.36
18306,2022-05-01,731,105645-B,27.52
18307,2022-05-01,732,105480-M,12.00
18308,2022-05-01,732,105429-T,71.80
18309,2022-05-01,733,105253-IT,801.88
18310,2022-05-01,733,105413-A,57.70
18311,2022-05-01,734,105328-IT,1250.96
18312,2022-05-01,734,105687-S,9.09
18313,2022-05-01,735,105693-B,27.52
18314,2022-05-01,735,105628-M,24.28
18315,2022-05-01,735,105620-M,24.28
18316,2022-05-01,736,105804-IT,737.52
18317,2022-05-01,736,105299-IT,101.96
18318,2022-05-01,736,105342-IT,961.14
18319,2022-05-01,736,105311-IT,69.90
18320,2022-05-01,736,105344-IT,265.07
18321,2022-05-01,736,105750-IT,34.14
18322,2022-05-01,736,105327-IT,1257.12
18323,2022-05-01,736,105314-IT,68.88
18324,2022-05-01,736,105282-IT,237.28
18325,2022-05-01,736,105317-IT,33.13
18326,2022-05-01,736,105343-IT,1257.12
18327,2022-05-01,736,105269-IT,343.97
18328,2022-05-01,736,105806-S,7.85
18329,2022-05-01,736,105526-S,19.36
18330,2022-05-01,736,105549-S,4.32
18331,2022-05-01,736,105557-S,6.85
18332,2022-05-01,736,105354-T,133.10
18333,2022-05-01,736,105757-T,204.58
18334,2022-05-01,736,105391-T,205.80
18335,2022-05-01,736,105875-T,233.92
18336,2022-05-01,736,105712-S,6.02
18337,2022-05-01,736,105619-T,144.00
18338,2022-05-01,736,105788-A,57.12
18339,2022-05-01,736,105398-A,52.96
18340,2022-05-01,736,105888-T,244.90
18341,2022-05-01,736,105486-S,19.36
18342,2022-05-01,736,105654-T,152.40
18343,2022-05-01,736,105898-B,58.92
18344,2022-05-01,736,105447-M,50.96
18345,2022-05-01,736,105524-M,44.00
18346,2022-05-01,736,105498-M,39.72
18347,2022-05-01,736,105473-M,12.00
18348,2022-05-01,736,105529-M,16.60
18349,2022-05-01,736,105628-M,24.28
18350,2022-05-01,736,105714-T,152.40
18351,2022-05-01,736,105680-B,50.36
18352,2022-05-01,736,105910-T,205.80
18353,2022-05-01,736,105748-S,2.88
18354,2022-05-01,736,105641-A,26.52
18355,2022-05-01,736,105834-A,19.48
18356,2022-05-01,736,105578-S,9.09
18357,2022-05-01,736,105828-B,20.36
18358,2022-05-01,736,105681-B,40.36
18359,2022-05-01,736,105512-B,28.92
18360,2022-05-01,736,105664-A,12.12
18361,2022-05-01,737,105312-IT,68.88
18362,2022-05-01,737,105715-A,39.75
18363,2022-05-01,739,105386-M,25.00
18364,2022-05-01,739,105604-T,122.21
18365,2022-05-01,801,105843-A,26.52
18366,2022-05-01,802,105822-B,26.52
18367,2022-05-01,804,105280-IT,254.90
18368,2022-05-01,805,105735-M,44.40
18369,2022-05-01,807,105830-B,20.36
18370,2022-05-01,809,105826-IT,31.89
18371,2022-05-01,809,105608-A,12.15
18372,2022-05-01,809,105421-S,9.95
18373,2022-05-01,810,105578-S,9.09
18374,2022-05-01,811,105299-IT,101.96
18375,2022-05-01,812,105729-A,12.15
18376,2022-05-01,813,105261-IT,622.32
18377,2022-05-01,815,105520-S,10.10
18378,2022-05-01,815,105409-A,36.15
18379,2022-05-01,816,105900-T,219.50
18380,2022-05-01,817,105896-T,253.16
18381,2022-05-01,820,105252-IT,815.00
18382,2022-05-01,822,105279-IT,272.24
18383,2022-05-01,822,105437-T,187.25
18384,2022-05-01,822,105473-M,12.00
18385,2022-05-01,823,105618-M,27.61
18386,2022-05-01,824,105406-M,57.12
18387,2022-05-01,824,105578-S,9.09
18388,2022-05-01,825,105607-M,12.30
18389,2022-05-01,827,105786-A,33.10
18390,2022-05-01,828,105810-A,11.00
18391,2022-05-01,829,105716-S,12.70
18392,2022-05-01,831,105468-S,17.70
18393,2022-05-01,833,105315-IT,34.43
18394,2022-05-01,834,105828-B,20.36
18395,2022-05-01,835,105466-S,9.95
18396,2022-05-01,837,105296-IT,107.06
18397,2022-05-01,837,105690-A,43.30
18398,2022-05-01,838,105540-IT,69.11
18399,2022-05-01,838,105627-S,2.88
18400,2022-05-01,838,105648-B,26.40
18401,2022-05-01,839,105303-IT,76.86
18402,2022-05-01,839,105411-S,20.36
18403,2022-05-01,841,105727-M,50.96
18404,2022-05-01,843,105806-S,7.85
18405,2022-05-01,843,105448-M,6.00
18406,2022-05-01,844,105828-B,20.36
18407,2022-05-01,847,105750-IT,34.14
18408,2022-05-01,848,105672-B,26.52
18409,2022-05-01,848,105397-S,5.24
18410,2022-05-01,848,105735-M,44.40
18411,2022-05-01,849,105428-M,65.50
18412,2022-05-01,851,105526-S,19.36
18413,2022-05-01,851,105663-M,52.96
18414,2022-05-01,852,105677-A,61.14
18415,2022-05-01,853,105647-B,17.70
18416,2022-05-01,865,105288-IT,119.81
18417,2022-05-01,866,105821-S,2.40
18418,2022-05-01,867,105479-A,20.36
18419,2022-05-01,868,105304-IT,76.53
18420,2022-05-01,869,105350-T,144.00
18421,2022-05-01,870,105541-IT,68.88
18422,2022-05-01,870,105516-M,18.00
18423,2022-05-01,872,105538-IT,76.36
18424,2022-05-01,872,105251-IT,827.45
18425,2022-05-01,901,105791-A,8.00
18426,2022-05-01,903,105664-A,12.12
18427,2022-05-01,905,105339-IT,1161.14
18428,2022-05-01,906,105491-T,253.40
18429,2022-05-01,909,105263-IT,379.40
18430,2022-05-01,909,105905-T,245.47
18431,2022-05-02,703,105365-T,221.48
18432,2022-05-02,705,105555-M,33.10
18433,2022-05-02,705,105475-M,29.30
18434,2022-05-02,705,105623-A,50.96
18435,2022-05-02,706,105588-S,9.45
18436,2022-05-02,707,105757-T,204.58
18437,2022-05-02,707,105662-T,132.30
18438,2022-05-02,709,105468-S,17.70
18439,2022-05-02,710,105724-T,191.95
18440,2022-05-02,710,105605-M,24.28
18441,2022-05-02,711,105668-S,7.85
18442,2022-05-02,712,105587-S,6.02
18443,2022-05-02,714,105458-IT,637.52
18444,2022-05-02,717,105586-A,8.00
18445,2022-05-02,718,105307-IT,75.88
18446,2022-05-02,718,105834-A,19.48
18447,2022-05-02,719,105699-IT,32.11
18448,2022-05-02,720,105739-A,6.00
18449,2022-05-02,721,105308-IT,75.42
18450,2022-05-02,721,105464-M,13.00
18451,2022-05-02,726,105460-IT,72.50
18452,2022-05-02,727,105875-T,233.92
18453,2022-05-02,727,105743-T,52.90
18454,2022-05-02,728,105653-M,11.00
18455,2022-05-02,728,105363-M,19.48
18456,2022-05-02,728,105790-S,20.36
18457,2022-05-02,729,105384-A,23.44
18458,2022-05-02,729,105720-A,4.00
18459,2022-05-02,730,105399-A,112.00
18460,2022-05-02,733,105266-IT,367.08
18461,2022-05-02,733,105808-M,26.52
18462,2022-05-02,733,105384-A,23.44
18463,2022-05-02,734,105527-T,228.30
18464,2022-05-02,734,105908-T,186.97
18465,2022-05-02,735,105777-A,61.14
18466,2022-05-02,735,105735-M,44.40
18467,2022-05-02,736,105322-IT,28.69
18468,2022-05-02,736,105340-IT,1291.71
18469,2022-05-02,736,105314-IT,68.88
18470,2022-05-02,736,105273-IT,303.52
18471,2022-05-02,736,105302-IT,77.36
18472,2022-05-02,736,105278-IT,272.24
18473,2022-05-02,736,105265-IT,375.24
18474,2022-05-02,736,105882-B,26.52
18475,2022-05-02,736,105556-A,39.75
18476,2022-05-02,736,105696-S,12.70
18477,2022-05-02,736,105441-S,7.85
18478,2022-05-02,736,105812-B,25.45
18479,2022-05-02,736,105818-B,40.36
18480,2022-05-02,736,105807-B,76.52
18481,2022-05-02,736,105652-S,10.16
18482,2022-05-02,736,105879-B,25.45
18483,2022-05-02,736,105359-B,23.44
18484,2022-05-02,736,105651-S,9.09
18485,2022-05-02,736,105794-S,2.40
18486,2022-05-02,736,105801-A,24.28
18487,2022-05-02,736,105398-A,52.96
18488,2022-05-02,736,105881-B,17.70
18489,2022-05-02,736,105564-S,12.12
18490,2022-05-02,736,105401-B,23.44
18491,2022-05-02,736,105838-T,110.25
18492,2022-05-02,736,105783-B,29.30
18493,2022-05-02,736,105443-M,9.09
18494,2022-05-02,736,105404-M,19.48
18495,2022-05-02,736,105863-M,48.96
18496,2022-05-02,736,105523-M,12.15
18497,2022-05-02,736,105521-M,24.20
18498,2022-05-02,736,105464-M,13.00
18499,2022-05-02,736,105352-M,47.61
18500,2022-05-02,736,105736-M,20.36
18501,2022-05-02,736,105667-M,7.00
18502,2022-05-02,736,105671-B,20.36
18503,2022-05-02,736,105737-T,115.28
18504,2022-05-02,736,105809-S,9.95
18505,2022-05-02,736,105679-T,134.80
18506,2022-05-02,736,105509-A,12.00
18507,2022-05-02,736,105836-A,57.70
18508,2022-05-02,736,105816-A,12.00
18509,2022-05-02,736,105721-B,29.30
18510,2022-05-02,736,105686-A,24.33
18511,2022-05-02,736,105642-B,20.32
18512,2022-05-02,736,105643-A,12.00
18513,2022-05-02,737,105674-T,193.25
18514,2022-05-02,737,105504-A,32.64
18515,2022-05-02,801,105263-IT,379.40
18516,2022-05-02,801,105343-IT,1257.12
18517,2022-05-02,802,105777-A,61.14
18518,2022-05-02,804,105453-T,159.58
18519,2022-05-02,805,105392-T,187.25
18520,2022-05-02,806,105531-A,57.70
18521,2022-05-02,808,105648-B,26.40
18522,2022-05-02,809,105359-B,23.44
18523,2022-05-02,809,105597-S,14.32
18524,2022-05-02,809,105544-T,214.32
18525,2022-05-02,810,105822-B,26.52
18526,2022-05-02,811,105422-T,116.20
18527,2022-05-02,812,105610-A,10.10
18528,2022-05-02,813,105678-A,12.30
18529,2022-05-02,814,105474-A,6.00
18530,2022-05-02,815,105467-S,6.02
18531,2022-05-02,816,105450-T,226.79
18532,2022-05-02,818,105752-T,171.90
18533,2022-05-02,819,105397-S,5.24
18534,2022-05-02,819,105399-A,112.00
18535,2022-05-02,821,105360-T,188.20
18536,2022-05-02,823,105640-S,13.13
18537,2022-05-02,824,105287-IT,126.18
18538,2022-05-02,824,105435-A,18.00
18539,2022-05-02,825,105750-IT,34.14
18540,2022-05-02,825,105391-T,205.80
18541,2022-05-02,827,105411-S,20.36
18542,2022-05-02,828,105803-IT,141.99
18543,2022-05-02,829,105888-T,244.90
18544,2022-05-02,830,105345-IT,120.82
18545,2022-05-02,831,105743-T,52.90
18546,2022-05-02,833,105748-S,2.88
18547,2022-05-02,834,105566-A,39.72
18548,2022-05-02,835,105512-B,28.92
18549,2022-05-02,836,105421-S,9.95
18550,2022-05-02,838,105862-M,19.36
18551,2022-05-02,840,105827-A,24.28
18552,2022-05-02,841,105482-T,241.40
18553,2022-05-02,842,105262-IT,603.50
18554,2022-05-02,842,105909-S,10.10
18555,2022-05-02,842,105888-T,244.90
18556,2022-05-02,848,105376-M,44.50
18557,2022-05-02,850,105876-T,233.92
18558,2022-05-02,850,105739-A,6.00
18559,2022-05-02,851,105831-B,20.36
18560,2022-05-02,852,105490-B,28.92
18561,2022-05-02,852,105619-T,144.00
18562,2022-05-02,852,105495-A,13.00
18563,2022-05-02,853,105707-S,5.24
18564,2022-05-02,853,105476-M,6.00
18565,2022-05-02,853,105628-M,24.28
18566,2022-05-02,865,105713-S,12.40
18567,2022-05-02,865,105890-T,232.12
18568,2022-05-02,865,105368-T,189.00
18569,2022-05-02,867,105734-M,57.12
18570,2022-05-02,867,105648-B,26.40
18571,2022-05-02,868,105397-S,5.24
18572,2022-05-02,869,105262-IT,603.50
18573,2022-05-02,869,105687-S,9.09
18574,2022-05-02,871,105806-S,7.85
18575,2022-05-02,901,105616-S,19.36
18576,2022-05-02,901,105716-S,12.70
18577,2022-05-02,902,105691-M,39.75
18578,2022-05-02,904,105383-M,4.00
18579,2022-05-02,905,105390-A,8.00
18580,2022-05-02,905,105512-B,28.92
18581,2022-05-02,906,105900-T,219.50
18582,2022-05-02,907,105643-A,12.00
18583,2022-05-02,908,105678-A,12.30
18584,2022-05-02,909,105721-B,29.30
18585,2022-05-02,909,105775-T,201.80
18586,2022-05-02,910,105752-T,171.90
18587,2022-05-02,911,105407-T,223.80
18588,2022-05-02,911,105668-S,7.85
18589,2022-05-03,701,105525-T,204.58
18590,2022-05-03,701,105404-M,19.48
18591,2022-05-03,702,105698-IT,683.36
18592,2022-05-03,704,105822-B,26.52
18593,2022-05-03,704,105292-IT,113.82
18594,2022-05-03,705,105549-S,4.32
18595,2022-05-03,705,105531-A,57.70
18596,2022-05-03,705,105272-IT,312.70
18597,2022-05-03,706,105278-IT,272.24
18598,2022-05-03,707,105334-IT,1275.44
18599,2022-05-03,708,105657-T,145.97
18600,2022-05-03,709,105755-A,57.70
18601,2022-05-03,710,105770-T,201.80
18602,2022-05-03,711,105744-T,111.60
18603,2022-05-03,712,105392-T,187.25
18604,2022-05-03,713,105255-IT,771.36
18605,2022-05-03,713,105891-T,232.40
18606,2022-05-03,717,105367-M,52.40
18607,2022-05-03,717,105726-S,12.12
18608,2022-05-03,720,105349-M,8.00
18609,2022-05-03,723,105426-M,10.10
18610,2022-05-03,724,105301-IT,77.81
18611,2022-05-03,725,105596-S,12.88
18612,2022-05-03,725,105365-T,221.48
18613,2022-05-03,726,105529-M,16.60
18614,2022-05-03,727,105772-T,134.56
18615,2022-05-03,727,105534-T,230.70
18616,2022-05-03,727,105748-S,2.88
18617,2022-05-03,728,105312-IT,68.88
18618,2022-05-03,728,105340-IT,1291.71
18619,2022-05-03,728,105824-B,20.36
18620,2022-05-03,731,105699-IT,32.11
18621,2022-05-03,732,105565-T,182.25
18622,2022-05-03,732,105662-T,132.30
18623,2022-05-03,734,105641-A,26.52
18624,2022-05-03,736,105283-IT,237.28
18625,2022-05-03,736,105826-IT,31.89
18626,2022-05-03,736,105301-IT,77.81
18627,2022-05-03,736,105345-IT,120.82
18628,2022-05-03,736,105268-IT,346.68
18629,2022-05-03,736,105302-IT,77.36
18630,2022-05-03,736,105266-IT,367.08
18631,2022-05-03,736,105308-IT,75.42
18632,2022-05-03,736,105553-T,134.80
18633,2022-05-03,736,105389-S,12.40
18634,2022-05-03,736,105445-T,178.60
18635,2022-05-03,736,105874-B,24.28
18636,2022-05-03,736,105391-T,205.80
18637,2022-05-03,736,105632-T,217.34
18638,2022-05-03,736,105444-S,2.40
18639,2022-05-03,736,105394-A,50.96
18640,2022-05-03,736,105711-B,24.28
18641,2022-05-03,736,105437-T,187.25
18642,2022-05-03,736,105840-A,59.58
18643,2022-05-03,736,105712-S,6.02
18644,2022-05-03,736,105724-T,191.95
18645,2022-05-03,736,105478-B,17.70
18646,2022-05-03,736,105814-A,26.40
18647,2022-05-03,736,105833-B,76.52
18648,2022-05-03,736,105612-B,74.28
18649,2022-05-03,736,105837-S,12.40
18650,2022-05-03,736,105380-M,28.92
18651,2022-05-03,736,105734-M,57.12
18652,2022-05-03,736,105440-M,57.70
18653,2022-05-03,736,105548-M,6.00
18654,2022-05-03,736,105823-M,5.00
18655,2022-05-03,736,105624-M,57.12
18656,2022-05-03,736,105406-M,57.12
18657,2022-05-03,736,105431-M,24.28
18658,2022-05-03,736,105618-M,27.61
18659,2022-05-03,736,105671-B,20.36
18660,2022-05-03,736,105845-A,24.28
18661,2022-05-03,736,105434-S,2.88
18662,2022-05-03,736,105543-S,2.88
18663,2022-05-03,736,105758-T,132.30
18664,2022-05-03,736,105795-S,6.02
18665,2022-05-03,736,105704-S,6.02
18666,2022-05-03,736,105855-A,65.50
18667,2022-05-03,736,105504-A,32.64
18668,2022-05-03,736,105579-B,74.28
